train_loss,train_elbo_loss,epoch,step,valid_loss,valid_elbo_loss
0.21142588555812836,0.21142588555812836,0,127,,
0.09002549201250076,0.09002549201250076,1,255,,
0.07144281268119812,0.07144281268119812,2,383,,
0.06675407290458679,0.06675407290458679,3,511,,
0.061621252447366714,0.061621252447366714,4,639,,
0.06047413498163223,0.06047413498163223,5,767,,
0.05873046815395355,0.05873046815395355,6,895,,
0.05640582740306854,0.05640582740306854,7,1023,,
0.056847285479307175,0.056847285479307175,8,1151,,
0.054334890097379684,0.054334890097379684,9,1279,,
0.05366984009742737,0.05366984009742737,10,1407,,
0.05342712998390198,0.05342712998390198,11,1535,,
0.05108574032783508,0.05108574032783508,12,1663,,
0.05073489993810654,0.05073489993810654,13,1791,,
0.05058368667960167,0.05058368667960167,14,1919,,
0.04988231882452965,0.04988231882452965,15,2047,,
0.04919591173529625,0.04919591173529625,16,2175,,
0.049439381808042526,0.049439381808042526,17,2303,,
0.048090219497680664,0.048090219497680664,18,2431,,
0.047805871814489365,0.047805871814489365,19,2559,,
0.04848860204219818,0.04848860204219818,20,2687,,
0.04731939733028412,0.04731939733028412,21,2815,,
0.0478673093020916,0.0478673093020916,22,2943,,
0.04756574332714081,0.04756574332714081,23,3071,,
0.04724283143877983,0.04724283143877983,24,3199,,
0.045813802629709244,0.045813802629709244,25,3327,,
0.04674398526549339,0.04674398526549339,26,3455,,
0.045438140630722046,0.045438140630722046,27,3583,,
0.04622552916407585,0.04622552916407585,28,3711,,
0.045797500759363174,0.045797500759363174,29,3839,,
0.04484475404024124,0.04484475404024124,30,3967,,
0.04428072273731232,0.04428072273731232,31,4095,,
0.044425610452890396,0.044425610452890396,32,4223,,
0.04592451453208923,0.04592451453208923,33,4351,,
0.043933309614658356,0.043933309614658356,34,4479,,
0.04597217217087746,0.04597217217087746,35,4607,,
0.0435318648815155,0.0435318648815155,36,4735,,
0.04489733651280403,0.04489733651280403,37,4863,,
0.04523206874728203,0.04523206874728203,38,4991,,
0.04412155598402023,0.04412155598402023,39,5119,,
0.042859192937612534,0.042859192937612534,40,5247,,
0.04477085918188095,0.04477085918188095,41,5375,,
0.04430091008543968,0.04430091008543968,42,5503,,
0.044732991605997086,0.044732991605997086,43,5631,,
0.04295595362782478,0.04295595362782478,44,5759,,
0.043367281556129456,0.043367281556129456,45,5887,,
0.04385973885655403,0.04385973885655403,46,6015,,
0.04453382268548012,0.04453382268548012,47,6143,,
0.04362550005316734,0.04362550005316734,48,6271,,
,,49,6399,0.04238995537161827,0.04238995537161827
0.04302044212818146,0.04302044212818146,49,6399,,
0.04333024471998215,0.04333024471998215,50,6527,,
0.0440131276845932,0.0440131276845932,51,6655,,
0.04262613505125046,0.04262613505125046,52,6783,,
0.04318719357252121,0.04318719357252121,53,6911,,
0.04171871393918991,0.04171871393918991,54,7039,,
0.04335213452577591,0.04335213452577591,55,7167,,
0.043289948254823685,0.043289948254823685,56,7295,,
0.042611535638570786,0.042611535638570786,57,7423,,
0.04140681400895119,0.04140681400895119,58,7551,,
0.042052965611219406,0.042052965611219406,59,7679,,
0.04417895898222923,0.04417895898222923,60,7807,,
0.04175411909818649,0.04175411909818649,61,7935,,
0.042529553174972534,0.042529553174972534,62,8063,,
0.04125891625881195,0.04125891625881195,63,8191,,
0.042480528354644775,0.042480528354644775,64,8319,,
0.04187379777431488,0.04187379777431488,65,8447,,
0.043372076004743576,0.043372076004743576,66,8575,,
0.04140618070960045,0.04140618070960045,67,8703,,
