train_loss,train_elbo_loss,epoch,step,valid_loss,valid_elbo_loss
0.23966670036315918,0.23966670036315918,0,127,,
0.12067252397537231,0.12067252397537231,1,255,,
0.11343871802091599,0.11343871802091599,2,383,,
0.10790520906448364,0.10790520906448364,3,511,,
0.10679885745048523,0.10679885745048523,4,639,,
0.10271438956260681,0.10271438956260681,5,767,,
0.1003819927573204,0.1003819927573204,6,895,,
0.0996805876493454,0.0996805876493454,7,1023,,
0.09908375889062881,0.09908375889062881,8,1151,,
0.09763996303081512,0.09763996303081512,9,1279,,
0.09820898622274399,0.09820898622274399,10,1407,,
0.09583818167448044,0.09583818167448044,11,1535,,
0.09655942767858505,0.09655942767858505,12,1663,,
0.09661497920751572,0.09661497920751572,13,1791,,
0.09715274721384048,0.09715274721384048,14,1919,,
0.09704859554767609,0.09704859554767609,15,2047,,
0.09657753258943558,0.09657753258943558,16,2175,,
0.0965164452791214,0.0965164452791214,17,2303,,
0.09403249621391296,0.09403249621391296,18,2431,,
0.09541171044111252,0.09541171044111252,19,2559,,
0.09534085541963577,0.09534085541963577,20,2687,,
0.0928189754486084,0.0928189754486084,21,2815,,
0.09398488700389862,0.09398488700389862,22,2943,,
0.09319069236516953,0.09319069236516953,23,3071,,
0.0961245596408844,0.0961245596408844,24,3199,,
0.0945521891117096,0.0945521891117096,25,3327,,
0.09324619919061661,0.09324619919061661,26,3455,,
0.09274989366531372,0.09274989366531372,27,3583,,
0.09419561922550201,0.09419561922550201,28,3711,,
0.09580709040164948,0.09580709040164948,29,3839,,
0.09361552447080612,0.09361552447080612,30,3967,,
0.09298717975616455,0.09298717975616455,31,4095,,
0.0938931554555893,0.0938931554555893,32,4223,,
0.09465019404888153,0.09465019404888153,33,4351,,
0.09469922631978989,0.09469922631978989,34,4479,,
0.09402809292078018,0.09402809292078018,35,4607,,
0.09424882382154465,0.09424882382154465,36,4735,,
0.09128348529338837,0.09128348529338837,37,4863,,
0.09428489208221436,0.09428489208221436,38,4991,,
0.09388182312250137,0.09388182312250137,39,5119,,
0.09277994930744171,0.09277994930744171,40,5247,,
0.0934496745467186,0.0934496745467186,41,5375,,
0.09556925296783447,0.09556925296783447,42,5503,,
0.0948861762881279,0.0948861762881279,43,5631,,
0.09461961686611176,0.09461961686611176,44,5759,,
0.09255454689264297,0.09255454689264297,45,5887,,
0.09509940445423126,0.09509940445423126,46,6015,,
0.09443119168281555,0.09443119168281555,47,6143,,
0.09326160699129105,0.09326160699129105,48,6271,,
,,49,6399,0.09649284929037094,0.09649284929037094
0.09311901032924652,0.09311901032924652,49,6399,,
0.09569217264652252,0.09569217264652252,50,6527,,
0.09268482774496078,0.09268482774496078,51,6655,,
0.09089113771915436,0.09089113771915436,52,6783,,
0.09447365999221802,0.09447365999221802,53,6911,,
0.0929023027420044,0.0929023027420044,54,7039,,
0.08953745663166046,0.08953745663166046,55,7167,,
0.09303319454193115,0.09303319454193115,56,7295,,
0.0940706729888916,0.0940706729888916,57,7423,,
0.09327220171689987,0.09327220171689987,58,7551,,
0.09252183884382248,0.09252183884382248,59,7679,,
0.09276608377695084,0.09276608377695084,60,7807,,
0.09403255581855774,0.09403255581855774,61,7935,,
0.09345319867134094,0.09345319867134094,62,8063,,
0.09338988363742828,0.09338988363742828,63,8191,,
0.09211676567792892,0.09211676567792892,64,8319,,
0.09114677459001541,0.09114677459001541,65,8447,,
